document_id,clean_text,sentiment
810,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
811,wow great price fast shipping perfect condition and excellent computerread more,negative
812,wow great price fast shipping perfect condition and excellent computerread more,neutral
813,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
814,wow great price fast shipping perfect condition and excellent computerread more,positive
815,bought it for stock doe the jobread more,positive
816,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
817,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
818,wow great price fast shipping perfect condition and excellent computerread more,negative
819,wow great price fast shipping perfect condition and excellent computerread more,neutral
820,wow great price fast shipping perfect condition and excellent computerread more,neutral
821,bought it for stock doe the jobread more,positive
822,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
823,read more,negative
824,read more,positive
825,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
826,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
827,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
828,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
829,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
830,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
831,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
832,read more,negative
833,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
834,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,positive
835,bought it for stock doe the jobread more,positive
836,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
837,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
838,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,neutral
839,wow great price fast shipping perfect condition and excellent computerread more,neutral
840,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
841,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
842,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
843,wow great price fast shipping perfect condition and excellent computerread more,negative
844,wow great price fast shipping perfect condition and excellent computerread more,negative
845,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
846,this is damaged product you cant even use it rather it ha given me stress wasted my time and i still havent received back my moneyread more,negative
847,bought it for stock doe the jobread more,negative
848,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
849,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
850,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
851,this is damaged product you cant even use it rather it ha given me stress wasted my time and i still havent received back my moneyread more,negative
852,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
853,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
854,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
855,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
856,wow great price fast shipping perfect condition and excellent computerread more,neutral
857,bought it for stock doe the jobread more,neutral
858,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,positive
859,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
860,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
861,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
862,bought it for stock doe the jobread more,positive
863,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
864,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
865,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
866,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
867,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,positive
868,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
869,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
870,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
871,read more,neutral
872,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
873,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
874,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
875,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,positive
876,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
877,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
878,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
879,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
880,wow great price fast shipping perfect condition and excellent computerread more,neutral
881,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
882,bought it for stock doe the jobread more,positive
883,bought it for stock doe the jobread more,neutral
884,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
885,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
886,wow great price fast shipping perfect condition and excellent computerread more,neutral
887,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
888,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
889,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
890,read more,neutral
891,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
892,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
893,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
894,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
895,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
896,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
897,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
898,bought it for stock doe the jobread more,negative
899,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
900,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
901,wow great price fast shipping perfect condition and excellent computerread more,neutral
902,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
903,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
904,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
905,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,neutral
906,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
907,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
908,read more,positive
909,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
910,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
911,read more,negative
912,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
913,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
914,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
915,bought it for stock doe the jobread more,positive
916,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
917,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
918,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
919,bought it for stock doe the jobread more,positive
920,this is damaged product you cant even use it rather it ha given me stress wasted my time and i still havent received back my moneyread more,negative
921,bought it for stock doe the jobread more,negative
922,bought it for stock doe the jobread more,negative
923,wow great price fast shipping perfect condition and excellent computerread more,neutral
924,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
925,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
926,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
927,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
928,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
929,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
930,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
931,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
932,bought it for stock doe the jobread more,neutral
933,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
934,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
935,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
936,wow great price fast shipping perfect condition and excellent computerread more,negative
937,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
938,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
939,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
940,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,neutral
941,read more,neutral
942,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
943,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
944,read more,positive
945,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
946,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,positive
947,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
948,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
949,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
950,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
951,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,positive
952,read more,neutral
953,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
954,wow great price fast shipping perfect condition and excellent computerread more,negative
955,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
956,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
957,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
958,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
959,read more,negative
960,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,positive
961,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
962,wow great price fast shipping perfect condition and excellent computerread more,negative
963,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
964,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
965,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
966,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
967,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
968,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,positive
969,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
970,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
971,bought it for stock doe the jobread more,positive
972,wow great price fast shipping perfect condition and excellent computerread more,neutral
973,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
974,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
975,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
976,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
977,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
978,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
979,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
980,wow great price fast shipping perfect condition and excellent computerread more,negative
981,wow great price fast shipping perfect condition and excellent computerread more,positive
982,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
983,bought it for stock doe the jobread more,positive
984,wow great price fast shipping perfect condition and excellent computerread more,neutral
985,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
986,wow great price fast shipping perfect condition and excellent computerread more,neutral
987,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
988,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
989,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
990,wow great price fast shipping perfect condition and excellent computerread more,positive
991,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
992,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
993,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
